1578874221323091983,0,1194,0
1578874221349746942,0,1193,0
1578874221376684904,0,1194,0
1578874221403713941,0,1194,0
1578874221430696964,0,1194,0
1578874221457859039,0,1193,0
1578874221485120058,0,1194,0
1578874221511852025,0,1193,0
1578874221540628910,0,1193,0
1578874221567743062,0,1193,0
1578874221596043109,0,1194,0
1578874221623322010,0,1194,0
1578874221650763988,0,1194,0
1578874221678184032,0,1194,0
1578874221705404043,0,1194,0
1578874221732741117,0,1193,0
1578874221760762929,0,1194,0
1578874221788161039,0,1194,0
1578874221815330982,0,1193,0
1578874221843029975,0,1194,0
1578874221870171070,0,1193,0
1578874221897547006,0,1193,0
1578874221924896001,0,1194,0
1578874221952055931,0,1193,0
1578874221979288101,0,1193,0
1578874222006490945,0,1193,0
1578874222034681081,0,1194,0
1578874222062058925,0,1193,0
1578874222089426994,0,1193,0
1578874222117204904,0,1194,0
1578874222144534111,0,1194,0
1578874222171941041,0,1193,0
1578874222199553012,0,1194,0
1578874222226979017,0,1194,0
1578874222254097938,0,1194,0
1578874222281833887,0,1194,0
1578874222309240102,0,1193,0
1578874222336926937,0,1193,0
1578874222364696025,0,1194,0
1578874222392026901,0,1194,0
1578874222419403076,0,1193,0
1578874222446464061,0,1193,0
1578874222473601102,0,1193,0
1578874222500866889,0,1193,0
1578874222528572082,0,1194,0
1578874222556026935,0,1194,0
1578874222583307981,0,1194,0
1578874222610987901,0,1194,0
1578874222638251066,0,1194,0
1578874222665482997,0,1194,0
1578874222693331956,0,1194,0
1578874222720549106,0,1194,0
1578874222748147010,0,1194,0
1578874222775855064,0,1193,0
1578874222803354024,0,1193,0
1578874222830707073,0,1194,0
1578874222859136104,0,1194,0
1578874222886898994,0,1194,0
1578874222914072990,0,1194,0
1578874222941348075,0,1193,0
1578874222968476057,0,1193,0
1578874222996701002,0,1193,0
1578874223024022102,0,1194,0
1578874223052541971,0,1194,0
1578874223080147981,0,1193,0
1578874223107570886,0,1194,0
1578874223136224031,0,1193,0
1578874223163532018,0,1194,0
1578874223190867900,0,1193,0
1578874223218709945,0,1194,0
1578874223246331930,0,1193,0
1578874223273449897,0,1193,0
1578874223301389932,0,1194,0
1578874223328843116,0,1194,0
1578874223356247901,0,1193,0
1578874223383898019,0,1193,0
1578874223411147117,0,1193,0
1578874223438783884,0,1193,0
1578874223466166973,0,1194,0
1578874223494019985,0,1194,0
1578874223521148920,0,1194,0
1578874223548072099,0,1194,0
1578874223576303005,0,1194,0
1578874223603660106,0,1194,0
1578874223630800962,0,1193,0
1578874223658130884,250,1193,3
1578874223686006069,250,1194,10
1578874223713131904,250,1194,25
1578874223740355014,250,1193,43
1578874223768312931,250,1194,56
1578874223795502901,250,1193,75
1578874223822693109,250,1194,96
1578874223850538969,250,1194,110
1578874223877707004,250,1186,131
1578874223905406951,250,1185,153
1578874223932604074,250,1184,175
1578874223959712028,250,1176,189
1578874223987921953,250,-194,213
1578874224014929056,250,-194,234
1578874224042154073,250,-194,256
1578874224072968959,250,-194,278
1578874224100964069,250,-194,300
1578874224128315925,250,-194,314
1578874224157830953,250,-185,337
1578874224185277938,250,-178,359
1578874224212405920,250,-172,381
1578874224240443944,250,-163,403
1578874224268069982,250,-156,418
1578874224295195102,250,-148,441
1578874224323061943,250,-139,464
1578874224350461959,250,-131,486
1578874224377712011,250,-124,501
1578874224405781984,250,-116,525
1578874224432919979,250,-108,547
1578874224459912061,250,-101,569
1578874224487303018,250,-94,585
1578874224515686988,250,-86,608
1578874224543337106,250,-78,630
1578874224570614099,250,-69,654
1578874224598577022,250,-63,669
1578874224625730037,250,-55,693
1578874224652920961,250,-47,717
1578874224679713964,250,-39,739
1578874224707972049,250,-31,756
1578874224735402107,250,-23,779
1578874224763024091,250,-16,803
1578874224790859937,250,-7,827
1578874224818351030,250,0,843
1578874224845381021,250,7,866
1578874224872632026,250,17,890
1578874224900028944,250,22,914
1578874224927290916,250,32,930
1578874224954720020,250,39,953
1578874224981867074,250,48,977
1578874225009282112,250,55,993
1578874225036990880,250,65,1017
1578874225064719915,250,72,1040
1578874225091907024,250,81,1065
1578874225119590044,250,89,1080
1578874225146904945,250,98,1103
1578874225174779891,250,104,1127
1578874225201766014,250,113,1150
1578874225229079961,250,119,1165
1578874225257788896,250,128,1190
1578874225285298109,250,136,1213
1578874225312681913,250,142,1236
1578874225340022087,250,151,1252
1578874225367269992,250,160,1275
1578874225394571065,250,169,1299
1578874225421705961,250,174,1321
1578874225449093103,250,183,1343
1578874225476419925,250,191,1359
1578874225503865957,250,196,1380
1578874225531135082,250,205,1403
1578874225559614896,250,213,1425
1578874225587172985,250,216,1439
1578874225614557027,250,229,1461
1578874225642245054,250,234,1484
1578874225669356107,250,241,1506
1578874225696990966,250,249,1520
1578874225724951028,250,255,1543
1578874225753138065,250,261,1564
1578874225780332088,250,272,1585
1578874225807701110,250,278,1600
1578874225836186885,250,283,1620
1578874225863470077,250,292,1641
1578874225890660047,250,299,1662
1578874225917800903,250,305,1676
1578874225946048974,250,312,1698
1578874225973530054,250,320,1720
1578874226000860929,250,326,1742
1578874226028364896,250,332,1757
1578874226055461883,250,340,1779
1578874226083512067,250,348,1801
1578874226111115932,250,357,1823
1578874226138884067,250,363,1838
1578874226166903972,250,370,1861
1578874226194164037,250,378,1884
1578874226221493005,250,386,1907
1578874226248847007,250,392,1922
1578874226277225017,250,400,1945
1578874226305360078,250,408,1968
1578874226333492040,250,416,1991
1578874226360785961,250,423,2014
1578874226387907028,250,431,2029
1578874226415092945,250,438,2053
1578874226442118883,250,446,2076
1578874226469965934,250,454,2098
1578874226497739076,250,461,2114
1578874226526012897,250,470,2137
1578874226553416967,250,478,2160
1578874226580722093,250,486,2184
1578874226609647989,250,495,2199
1578874226636873006,250,501,2221
1578874226665071964,250,510,2246
1578874226693054914,250,519,2269
1578874226720542907,250,526,2292
1578874226748261928,250,535,2307
1578874226775306940,250,540,2330
1578874226803020000,250,548,2353
1578874226831540107,250,557,2376
1578874226860054969,250,565,2390
1578874226887244939,250,573,2413
1578874226914527893,250,581,2435
